nr,fusedX,fusedY,fusedZ,gyroX,gyroY,gyroZ,accX,accY,accZ,q,w,e,r,t,z,u,i,o,p,a,s,d,f,g,h,j,k,l,y
108,-2.8938732,-0.47612223,-0.19455339,0.027762122,-0.016256468,0.06360987,1.8516158,4.7490487,8.220192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,-2.8911996,-0.47655335,-0.19547887,-0.024435835,-0.031170169,0.05189196,2.0144215,4.5886374,8.202236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,-2.888712,-0.47639886,-0.19663902,-0.046806388,-0.034365963,0.041239314,2.1676505,4.3779473,8.367435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,-2.8879797,-0.47595024,-0.19735119,-0.086237684,0.01782427,0.016742228,2.0407577,4.3264723,8.628404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,-2.8886175,-0.4754291,-0.19745013,-0.05641028,-0.010937869,0.016742228,1.8085201,4.3468227,8.817546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,-2.8904903,-0.46987778,-0.20026395,0.01070138,-0.0045462823,0.006089584,1.7606361,4.586243,8.746917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,-2.8911822,-0.4707113,-0.1998935,0.029876139,0.021020064,-0.027998878,1.5559318,4.8328457,8.466795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,-2.8916984,-0.47154775,-0.1995836,0.04692037,-0.0066768113,-0.041847315,1.5798738,4.848408,8.4703865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,-2.8906217,-0.4720261,-0.20002009,0.057573017,-0.017329456,-0.039716788,1.8767549,4.6185646,8.337508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117,-2.8813338,-0.47897762,-0.20156138,0.036267728,-0.026916835,-0.065283135,2.0383635,4.3504143,8.343493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,-2.881181,-0.4786009,-0.20192759,-0.02551761,0.0071716267,-0.06208734,1.865981,4.2402806,8.349479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
119,-2.8827324,-0.47853193,-0.20146091,-0.051083956,0.03167271,-0.027998878,1.5439608,4.471321,8.552986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
120,-2.8838,-0.47877258,-0.20110409,0.0043097935,-0.03330842,0.03911278,1.6026188,4.6879964,8.629601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,-2.8830957,-0.4789756,-0.20147546,0.05437722,-0.045026332,0.055091746,1.8947114,4.625747,8.485949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,-2.8903697,-0.4831765,-0.21095979,0.01815823,0.009302155,0.023133814,2.104204,4.495263,8.433276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123,-2.8900115,-0.48311314,-0.21100177,-0.012734437,0.04871694,-0.015215704,1.8097172,4.455759,8.365042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124,-2.8904536,-0.48337078,-0.21060978,-0.031909198,0.030607443,0.0028937908,1.616984,4.599411,8.34469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,-2.89048,-0.4835564,-0.21040864,-0.032974463,-0.041830536,-3.0200247E-4,1.7331028,4.67004,8.525453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,-2.8884504,-0.4839246,-0.21373613,0.0043097935,-0.01626419,-0.012019911,1.8911201,4.5575128,8.523059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,-2.8890474,-0.48358122,-0.21341951,-0.016995495,0.05404326,-0.010954646,1.7199347,4.407875,8.576928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,-2.8903527,-0.483243,-0.21280232,0.009627061,0.012493688,0.023135945,1.5858593,4.4006925,8.590096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,-2.8901658,-0.4831226,-0.21275508,0.04371552,-0.038639005,0.04657176,1.8121114,4.4856863,8.483555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,-2.8891697,-0.48344943,-0.21287374,0.023475498,0.012493688,0.03165806,1.865981,4.692785,8.396166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
