nr,fusedX,fusedY,fusedZ,gyroX,gyroY,gyroZ,accX,accY,accZ,q,w,e,r,t,z,u,i,o,p,a,s,d,f,g,h,j,k,l,y,x
536,0.77550775,-0.82770616,0.29733428,-0.07280417,-0.06391586,0.0045273737,-1.1158476,0.36975452,0.050128598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,0.7744849,-0.82911885,0.29454613,-0.060020994,-0.067111656,0.06524745,-1.0304046,0.34326866,-0.26126727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,0.77047104,-0.829935,0.28986958,0.022004368,-0.025566347,-0.012516857,-0.6193501,0.29628247,-0.011971008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
539,0.7710041,-0.8325597,0.29049706,0.040113863,-0.0053263223,-0.070041135,-0.5695207,0.27473465,-0.20425533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,0.7768899,-0.8339136,0.29426914,0.0028296087,-0.0010652645,-0.052996904,-1.0938509,0.17657238,-0.24615386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,0.77550405,-0.8370342,0.29195386,0.033722278,-0.049002163,0.05672533,-0.9334394,0.11342531,-0.45295304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,0.77307886,-0.8392075,0.28996813,0.013482253,-0.052197956,-0.06151902,-0.38277298,0.15891513,-0.39818567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
543,0.7778487,-0.83915544,0.2923175,-0.06321678,0.0,-0.084954835,-0.8216601,0.14948797,-0.18435353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,0.78332543,-0.83959997,0.29497516,0.01774331,0.0,-0.03914847,-1.0634744,0.08723872,-0.25498247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,0.7833148,-0.84203714,0.29372475,0.020939104,-0.070307456,0.037550572,-0.9400234,0.07885902,-0.3302502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,0.783727,-0.84423697,0.29083398,0.027330691,-0.10013486,-0.03488741,-0.66379243,0.1503858,-0.16804303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,0.786409,-0.8457361,0.2913693,0.034787543,-0.011717909,-0.06684534,-0.8319851,0.1479916,-0.15801731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,0.7906489,-0.8476864,0.2939884,0.0390486,-0.011717909,-0.058323227,-0.8619126,0.17672202,-0.17597382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,0.79415464,-0.84957004,0.2960605,0.05076651,-0.017044231,-0.07749799,-0.720954,0.18450317,-0.042347442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
550,0.8025083,-0.85158825,0.3013553,0.079528645,-0.00958738,-0.18295917,-0.62728083,0.26246437,0.07811083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,0.80982965,-0.85309035,0.3065192,0.13598767,0.061785337,-0.19467707,-0.89109194,0.27234045,0.1666963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
552,0.8192501,-0.85727835,0.31539539,0.21694776,0.02130529,-0.2500708,-0.37992987,0.43275195,0.36900634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
553,0.84096223,-0.86293125,0.3336047,0.2819289,0.15126754,-0.37790257,-0.88046765,0.3628712,0.044592008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
554,0.8674895,-0.87014383,0.35825992,0.39378166,0.17576863,-0.38322887,-0.8257003,0.15008652,0.11267712,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,0.8937948,-0.8801147,0.38678595,0.36395425,0.26418558,-0.28415927,-1.1119571,0.09546879,-0.65316814,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,0.9033535,-0.8845346,0.39608076,0.2574278,0.047936898,-0.1637844,-1.0437223,-0.02184709,-0.52747256,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,0.91942656,-0.8910513,0.41018644,0.3202784,0.17789915,-0.33422673,-0.4086603,-0.0062847794,-0.008529344,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
558,0.9480675,-0.8979243,0.44137827,0.37354162,0.370712,-0.2926814,-1.1472715,-0.33848026,-0.48437694,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,0.9737729,-0.9090433,0.47489652,0.43319643,0.40799627,-0.14567491,-1.3145664,-0.6702268,-1.2686276,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
560,0.997736,-0.9165875,0.5109978,0.4374575,0.4708469,0.48922268,-6.06586,-2.2480059,-3.2725744,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,0.9552449,-0.92347455,0.48169005,-0.3678824,1.1547467,5.3468285,-25.184309,-8.493132,-8.892215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,0.46234715,-0.94365406,0.11385992,-2.1010675,-2.8293424,13.808224,-28.616995,-27.19873,-14.863204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
563,-0.34436667,-0.6034997,-0.6052486,-4.941063,-4.8192563,19.045063,-2.2890065,-36.44783,-2.5793035,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,-0.69176316,-0.15543681,-0.89622915,-3.3825808,-4.217382,12.856943,34.52424,-16.658556,-3.4855087,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
565,-0.7492781,0.038566172,-0.9932567,-1.9583222,-1.7438378,3.4378746,26.792164,-6.4300776,2.3234231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
566,-0.7631633,0.05502685,-1.0231023,-0.24111594,-0.93636745,-0.24048345,7.490559,-5.8050413,0.09995792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
567,-0.75306475,0.055039447,-1.0313624,-0.4584299,0.26312032,-0.012516857,2.2598271,0.9141361,1.6837224,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,-0.7385525,0.05306425,-1.0402807,-0.5404552,-0.24288028,-0.45779738,4.2853217,4.257639,0.9271546,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,-0.70265347,0.025291838,-1.0447038,-0.5244763,0.15233281,-1.4421017,3.6471174,0.73487025,2.444031,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,-0.6879344,0.0011054286,-1.0387671,0.22546987,0.7904262,-2.1260016,4.9003325,-0.44023383,2.976292,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571,-0.6621586,-0.08290661,-1.0030893,0.9423928,1.4711301,-3.699397,10.188525,0.50517654,3.9867947,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,-0.62569743,-0.24974196,-0.9403963,2.07903,2.288188,-6.8142304,11.575965,-1.6244658,2.104952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,-0.53668165,-0.48800528,-0.7940937,2.381565,4.3121905,-8.084025,0.08723872,-3.9324763,-1.8384476,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
574,-0.36117148,-0.688566,-0.57012576,1.4782208,2.5161545,-7.9711075,-2.2619221,1.3584102,0.55814826,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
575,-0.1660527,-0.7579772,-0.40888143,1.1533152,0.3653857,-8.170312,-7.476643,-3.6813843,-3.530849,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,0.2014823,-0.82455444,-0.066167,-0.36362135,4.7148604,-5.272793,-16.786497,-0.33189622,0.22325931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
577,0.42172268,-0.8232533,0.18982321,1.1224226,0.5954828,-2.3912523,-15.163527,0.22580315,1.496376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,0.5159227,-0.84258074,0.24419399,0.37034583,-0.53263223,-0.83063996,-10.00896,-0.4340987,-3.9393597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
579,0.5686038,-0.8261157,0.2736018,-0.37640452,0.098004326,-0.71985245,-8.566005,-0.3333926,0.62698156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
580,0.59446675,-0.82234037,0.2854254,0.13385713,-0.004261058,-0.18935075,-8.532486,0.110731825,2.186804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
581,0.5961218,-0.8358128,0.28065577,0.2755373,-0.34621093,0.09720538,-5.7698765,0.50981534,-0.3628712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
582,0.60153466,-0.8393953,0.27273297,-0.09091366,-0.10865697,-0.21278657,-5.499481,0.39264908,-0.055216275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,0.61815244,-0.83998287,0.28322107,0.07846338,0.07989483,-0.16804546,-6.347627,0.20500351,0.53016603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,0.62796557,-0.84678257,0.28978288,0.08485497,-0.018109495,-0.09667274,-6.037578,0.33189622,-0.42990884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,0.63601774,-0.8485188,0.29271707,-0.06428205,-0.044741105,-0.12863068,-6.130952,0.5638345,0.028431145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
586,0.6449656,-0.8488314,0.29574,0.04650545,0.027696876,-0.055127434,-6.0498486,0.45744216,0.3907038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,0.64842135,-0.8517355,0.30141065,-0.044042025,0.13848437,-0.1041296,-5.308244,0.621445,0.18644845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
588,0.66125107,-0.85064393,0.3127978,-0.08878313,0.109722234,-0.19574234,-5.9606643,0.6657377,0.084694885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
589,0.6704032,-0.8508603,0.31828654,-0.034454647,0.010652645,-0.08815063,-6.1056633,0.5220856,0.3309984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
590,0.6730744,-0.85200924,0.31934476,-0.09943578,0.058589544,-0.027430559,-5.3597198,0.614412,0.109534726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591,0.67755127,-0.8508577,0.32012022,-0.04510729,-0.07989483,-0.0561927,-5.3627124,0.5861305,0.6397008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
592,0.6790088,-0.8504808,0.31723043,-0.06854311,-0.02663161,-0.047670584,-4.904223,0.6124667,0.8467992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
593,0.68297404,-0.85253507,0.31834483,0.026265426,0.014913702,-0.038083203,-5.070021,0.5161001,0.53899467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
594,0.68480754,-0.8557056,0.31935412,0.047570713,0.02876214,-0.098803274,-4.7008653,0.28670564,0.1297358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,0.6894606,-0.8572871,0.32369554,-0.09410945,0.056459013,-0.09773801,-4.634127,0.28760347,0.05925649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,0.69744116,-0.85590184,0.32711288,-0.0110188285,-0.03195793,-0.12330436,-4.942979,0.19901802,0.4818331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
597,0.70458853,-0.8578041,0.33046758,0.024134897,-0.025566347,-0.09667274,-4.734384,0.19348143,0.085891984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
598,0.7064233,-0.8569617,0.33098593,-0.08878313,0.02130529,-0.07962851,-4.407875,0.21293432,0.3254618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0.71164876,-0.8577027,0.33388203,-0.012084093,0.01917476,-0.17337179,-4.4551606,0.17582418,0.33369187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
600,0.7232838,-0.85757357,0.34072393,6.9907977E-4,0.008522116,-0.20213392,-4.613178,0.16505028,0.22355859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,0.73287785,-0.8566974,0.34648716,-0.020606209,-0.025566347,-0.21385184,-4.2486606,0.22056583,0.37618893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
602,0.7475355,-0.8562364,0.3549884,0.02946122,-0.010652645,-0.21385184,-4.661511,0.1110311,0.32531217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
603,0.7584671,-0.8584363,0.36158597,0.066745475,-0.066046394,-0.24474451,-3.9317281,0.11447277,-0.06404489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
604,0.7709499,-0.857874,0.3681552,-0.019540945,0.023435818,-0.30120352,-4.667945,0.041449618,0.23523031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
605,0.78688395,-0.8576538,0.3788842,0.07846338,-0.01917476,-0.17550232,-4.595371,0.0070329676,0.15906477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
606,0.79552764,-0.8594117,0.3828257,0.0539623,-0.06924219,-0.19467707,-3.7427359,-0.024091655,0.2527379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
607,0.8131062,-0.8592804,0.39608207,0.033722278,0.13954964,-0.20852551,-4.383484,-0.20829555,0.03696049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
608,0.82039803,-0.8606879,0.4043164,0.047570713,0.35792884,0.03222425,-4.588188,-0.20111294,0.096815534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
609,0.8207699,-0.8644941,0.41289377,0.08805076,0.10013486,0.005592638,-3.7427359,-0.1798644,0.3633201,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
610,0.8249696,-0.86880517,0.4165425,0.045440186,0.030892668,-0.09773801,-3.6275148,-0.17088614,-0.26919806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
611,0.83912367,-0.86782163,0.42835638,0.034787543,0.16618125,-0.24900556,-3.8435915,-0.2916437,0.15218145,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
612,0.85019857,-0.86950105,0.44121826,0.110421315,0.08735168,-0.22343922,-3.4856584,-0.22460605,-0.030974984,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
613,0.86020887,-0.87069994,0.44844952,0.064614944,0.08735168,-0.40133837,-3.3265936,-0.25662848,-0.28491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,0.9020504,-0.8634435,0.48064417,0.21375197,-0.014913702,-0.11265171,-7.1754227,-1.1050737,-0.6955156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
615,0.8675453,-0.8789905,0.43032542,0.41508695,-1.2271847,3.4772894,-20.605698,-4.679617,-0.51834464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
616,0.4011535,-0.927743,-0.026968826,0.34051844,-4.0213733,12.697153,-39.159863,-17.125576,-7.896975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
617,-0.33945706,-0.5843985,-0.7815652,-3.1162646,-5.0131345,18.24079,-7.3097973,-37.692966,-14.944307,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
618,-0.53572214,-0.34303123,-0.94556224,-0.95590836,-3.6911411,12.250807,30.467115,-6.3516674,-6.4891844,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,-0.6376057,-0.10208263,-1.0360215,-2.666723,0.35792884,2.1691446,15.886426,-5.8153663,6.8656726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
620,-0.67506856,-0.04114646,-1.0727975,0.43852276,-1.385909,1.7462347,2.05632,-2.691382,-1.0402806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
621,-0.711554,-1.511703E-4,-1.1073672,0.09018129,-0.74675035,1.1496866,8.5182705,3.0104094,-2.110489,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,-0.7026574,-0.0064068697,-1.130214,-0.6650912,-0.16085494,-0.8380968,5.5570917,1.254861,-0.480636,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,-0.6750633,-0.02360241,-1.1150367,-0.75776917,0.79894835,-1.773399,1.3253403,1.0405799,5.2343235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
624,-0.6430869,-0.07607057,-1.0888388,0.10722552,0.82131886,-2.0620856,3.916465,0.51909286,1.9529204,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
625,-0.6159958,-0.16334793,-1.0444754,0.31921315,1.9004318,-3.6471992,8.630649,0.96800566,0.49126026,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,-0.55606997,-0.31663626,-0.9296907,0.69951254,3.2661006,-5.810751,4.42643,-0.9377789,0.98446584,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
627,-0.52284116,-0.40202558,-0.8497713,1.3887386,3.3427997,-5.916212,-1.055394,-0.20964229,2.4735096,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
628,-0.42973873,-0.5736697,-0.7163715,1.5293535,1.808819,-6.9356704,4.746954,1.3406034,-1.9234418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
629,-0.24041913,-0.73041606,-0.505025,0.5407882,2.3467774,-8.014783,-4.1665096,-3.951181,-3.9960723,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
630,0.09834091,-0.80548716,-0.16836071,-0.13458951,3.4621093,-5.9247346,-10.811616,0.33324295,0.42841247,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
631,0.37642315,-0.8296154,0.07555582,0.8923254,0.5805691,-4.7934237,-9.141361,-1.3162124,0.3859154,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
632,0.50485945,-0.8284487,0.17250428,0.045440186,0.98323905,-2.6043053,-11.193641,-1.794903,-3.0148985,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
633,0.6236725,-0.8095217,0.27639994,0.047570713,0.14913702,-1.2673984,-9.108292,-0.8456021,-0.10354923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,0.6863035,-0.8081946,0.30605105,0.4076301,-0.41545314,-0.58243334,-6.3130608,-1.1659763,-0.44891283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
635,0.7151868,-0.81295764,0.32022458,0.06354968,0.056459013,-0.09454222,-5.35538,-0.5470751,-1.5119383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
636,0.7253797,-0.8146421,0.32393846,0.07420233,-0.05006743,0.021571605,-3.9879918,-0.42197806,-0.31064767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
637,0.7300794,-0.8189954,0.32584313,0.13066134,0.039414782,0.09614012,-3.4995747,-0.24600422,-0.85413146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
638,0.7341842,-0.8257275,0.3331657,0.07313706,0.21305288,-0.058323227,-3.0491655,-0.12090719,-1.3545196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,0.747774,-0.8275271,0.3491254,0.025200162,0.15978967,-0.043409526,-3.865738,-0.17402853,-1.1641805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,0.75135624,-0.83077,0.3506402,0.020939104,-0.09054748,0.04287689,-3.2875383,0.037858315,-1.0899603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
641,0.758765,-0.8323262,0.35640866,0.023069633,0.10226539,-0.086020105,-3.0111575,0.037858315,-0.74758947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
642,0.76613164,-0.8333589,0.36262107,-0.01847568,0.15765913,-0.13928333,-3.0087633,0.03546411,-0.88645315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
643,0.7776969,-0.83233947,0.37408936,-0.034454647,0.11930962,-0.08175904,-3.4289458,0.13003507,-0.6099229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
644,0.7842063,-0.8333289,0.37955156,0.019873839,0.035153728,-7.9894834E-4,-3.0813377,0.044292733,-0.6175544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
645,0.78336054,-0.835515,0.37780714,-0.015279886,-0.052197956,0.04181163,-2.4408886,-0.04189853,-0.52896893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
646,0.78561026,-0.8375538,0.37742478,-0.042976763,-0.03834952,-0.06471481,-2.379986,0.012569559,-0.8153753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
647,0.794375,-0.8343968,0.3813392,-0.061086256,0.07456851,-0.06578008,-2.9330468,-0.026934769,-0.05641338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
648,0.79621845,-0.8362059,0.383988,0.028395955,0.013848438,0.03542004,-2.4278703,-0.034117375,-0.5137059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
649,0.79827356,-0.8376144,0.38249195,-0.08878313,-0.078829564,0.029028455,-2.4751556,-0.026635494,-0.87313545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
650,0.79889625,-0.83499265,0.37849873,-0.12180633,-0.04367584,0.08974853,-2.8283005,-0.02184709,-0.062698156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
651,0.79486066,-0.8374144,0.37496644,0.041179128,-0.07669904,0.12170646,-2.0771196,0.043993454,-0.47614688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
652,0.79248184,-0.8406747,0.37092564,-0.048303083,-0.00958738,-0.041278996,-1.9517233,0.083497785,-0.8213608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
653,0.7974585,-0.8381498,0.37457374,-0.05895573,0.06072007,-0.07749799,-2.363526,0.069132574,-0.13661914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
654,0.8022915,-0.8389613,0.3790596,0.025200162,0.024501082,-0.04980111,-2.336741,0.061052144,-0.4421791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
655,0.8079646,-0.839464,0.3828327,-0.009953564,-0.011717909,-0.13289174,-1.9623476,0.05626374,-0.633416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
656,0.8169022,-0.8383637,0.3875314,-0.028063059,0.06924219,-0.18935075,-2.3844752,-0.050278235,-0.24974516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
657,0.8284962,-0.83746606,0.39855158,0.03691807,0.109722234,-0.1605886,-2.3282115,-0.049081136,-0.4281132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
658,0.839386,-0.8365956,0.40729538,-0.003561978,0.015978966,-0.18295917,-2.1606174,-0.014065935,-0.34237084,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
659,0.8515203,-0.83663094,0.4146477,0.06781074,-0.0010652645,-0.17869811,-2.144307,-0.08334815,-0.31244332,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
660,0.8600898,-0.8378451,0.42117393,0.025200162,0.099069595,-0.2926814,-1.9933226,-0.0199018,-0.7767688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
661,0.87648773,-0.8341943,0.43497643,-0.004627242,0.067111656,-0.3491404,-1.939453,0.04833295,-0.12315175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
662,0.89771265,-0.8313723,0.4499583,0.11468238,0.01917476,-0.45886266,-1.7751509,0.107140526,-0.1575684,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
663,0.93789583,-0.8282818,0.47935435,0.25103623,0.12783173,-0.48336375,-3.1362545,-0.3115455,-0.54049104,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,0.9659214,-0.824768,0.4965541,0.39484692,-0.6604639,0.59361863,-10.123882,-1.0634744,-0.9736919,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
665,0.9031219,-0.85388446,0.39496908,0.862498,-2.2104237,7.093862,-29.008148,-7.144747,-2.195932,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
666,0.3458039,-0.88852406,-0.12486355,-0.4786699,-3.782754,15.86525,-25.142859,-30.757261,-13.5296335,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
667,-0.38501984,-0.5465245,-0.7226395,-2.0243685,-2.799515,18.252506,5.554249,-29.422943,2.838775,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
668,-0.7431134,-0.14549898,-0.94530445,-1.4640396,-2.356365,11.832158,28.29303,-10.8129635,-5.8253922,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
669,-0.8097781,-0.027261019,-0.99494964,-1.2946625,-1.381648,3.9140477,26.273521,-7.4634748,-4.700117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,-0.8319997,0.0648199,-1.0509665,-0.5692174,-1.2825783,-0.06684534,11.5155115,-3.4753335,-1.9449896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,-0.8126962,0.054935794,-1.074406,-0.6011753,0.31212246,-1.2450278,3.4431612,0.11207857,2.0171149,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
